98
0 0 0 0 2 0 0 5 0 7 0 2 0 
0 0 0 1 2 0 0 10 0 0 0 9 0 
0 0 0 2 2 0 0 15 0 3 0 15 0 
0 0 0 3 0 0 0 20 0 13 0 11 0 
0 0 0 4 0 0 0 25 0 13 0 3 0 
0 0 0 5 2 0 0 30 0 2 0 14 0 
0 0 0 6 2 0 0 35 0 3 0 7 0 
0 0 0 7 0 0 0 40 0 10 0 6 0 
0 0 0 8 0 0 0 45 0 6 0 13 0 
0 0 0 9 1 0 0 50 0 0 0 4 0 
0 0 0 10 2 0 0 55 0 14 0 14 0 
0 0 0 11 2 0 0 60 0 14 0 2 0 
0 0 0 12 2 0 0 65 0 4 0 11 0 
0 0 0 13 1 0 0 70 0 17 0 7 0 
0 0 0 14 2 0 0 75 0 6 0 1 0 
0 0 0 15 1 0 0 80 0 4 0 11 0 
0 0 0 16 0 0 0 85 0 13 0 15 0 
0 0 0 17 0 0 0 90 0 2 0 5 0 
0 0 0 18 0 0 0 95 0 18 0 16 0 
0 0 0 19 0 0 0 100 0 2 0 15 0 
0 0 0 20 2 0 0 105 0 16 0 13 0 
0 0 0 21 1 0 0 110 0 14 0 5 0 
0 0 0 22 2 0 0 115 0 7 0 4 0 
0 0 0 23 0 0 0 120 0 0 0 9 0 
0 0 0 24 1 0 0 125 0 13 0 6 0 
0 0 0 25 0 0 0 130 0 21 0 6 0 
0 0 0 26 0 0 0 135 0 6 0 9 0 
0 0 0 27 1 0 0 140 0 5 0 0 0 
0 0 0 28 1 0 0 145 0 11 0 11 0 
0 0 0 29 2 0 0 150 0 18 0 16 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 10000 
0 0 0 0 2 25 0 5 1 7 0 2 0 
0 0 0 1 2 25 0 10 1 0 0 9 0 
0 0 0 2 2 0 0 15 0 3 0 15 0 
