3 0 2 
2 1 1 
1 2 0 
0 3 3 
3 4 2 
2 5 1 
1 6 0 
0 7 3 
3 8 2 
2 9 1 
1 10 0 
0 11 2 
3 12 2 
2 13 1 
1 14 0 
0 15 2 
3 16 2 
2 17 3 
1 18 0 
0 19 2 
3 20 2 
2 21 1 
1 22 0 
0 23 2 
3 24 2 
2 25 1 
1 26 0 
0 27 2 
3 28 2 
2 29 1 
1 30 0 
0 31 1 
3 32 2 
2 33 4 
1 34 0 
0 35 5 
3 3 3 3 2 2 2 2 3 3 3 3 2 2 2 2 4 2 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 36 1 
2 37 4 
1 38 0 
0 39 3 
3 40 1 
2 41 4 
1 42 0 
0 43 3 
3 44 1 
2 45 4 
1 46 0 
0 47 3 
3 48 1 
2 49 4 
1 50 0 
0 51 3 
3 52 1 
2 53 4 
1 54 0 
0 55 3 
3 56 1 
2 57 4 
1 58 0 
0 59 3 
3 60 1 
2 61 4 
1 62 0 
0 63 3 
3 64 1 
2 65 4 
1 66 0 
0 67 3 
3 68 1 
2 69 4 
1 70 0 
0 71 2 
3 72 1 
2 73 4 
1 74 0 
0 75 2 
3 76 1 
2 77 4 
1 78 0 
0 79 2 
3 80 4 
2 81 4 
1 82 0 
0 83 2 
3 84 4 
2 85 4 
1 86 0 
0 87 2 
3 88 4 
2 89 4 
1 90 0 
0 91 1 
3 92 4 
2 93 3 
1 94 0 
0 95 1 
3 96 4 
2 97 3 
1 98 0 
0 99 1 
3 100 4 
2 101 3 
1 102 0 
0 103 1 
3 104 4 
2 105 3 
1 106 0 
0 107 1 
3 108 4 
2 109 3 
1 110 0 
0 111 3 
3 112 4 
2 113 3 
1 114 0 
0 115 5 
2 2 2 2 4 2 4 2 2 3 2 2 4 3 4 3 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 116 4 
2 117 3 
1 118 0 
0 119 3 
3 120 1 
2 121 3 
1 122 0 
0 123 3 
3 124 1 
2 125 3 
1 126 0 
0 127 3 
3 128 1 
